strainID,CC_or_ST,CC_or_ST:color,Source,Source:color,tet_gene,tet_gene:color,Quinolone_gene,Quinolone_gene:color,macrolide_gene,macrolide_gene:color,aminoglycoside_gene,aminoglycoside_gene:color,isolation_year,isolation_year:color
HP12611,ST-42 complex,#8FC31F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-LS-30-CJ-B-236-1-46,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-02-CJ-B-12-1-12,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-02-CJ-B-6-1-6,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-02-CJ-B-24-1-125,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12640,,,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-SA-02-CJ-B-9-1-9,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12606,,,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-SA-02-CJ-B-9-1-110,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12647,ST-42 complex,#8FC31F,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-FF-R1-CJ-C-1-1-1-27,ST-42 complex,#8FC31F,Chicken_stool,#0E8F8F,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-SA-02-CJ-B-11-1-112,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-R1-CJ-B-226-1-81,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-SA-02-CJ-B-37-1-37,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12585,Others,#7F7F7F,Human,#FF0000,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12586,Others,#7F7F7F,Human,#FF0000,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
S-SA-02-CJ-B-10-1-111,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-R1-CJ-B-333-1-123,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-SA-02-CJ-B-43-1-88,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-R1-CJ-B-71-1-27,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-SA-R1-CJ-B-54-1-21,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12169,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12610,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,23S_A2074C,#FF0080,None,#CCCCCC,2023,#CFA7CD
HP12609,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,23S_A2074C,#FF0080,None,#CCCCCC,2023,#CFA7CD
HP12521,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,23S_A2074T,#FF0080,None,#CCCCCC,2021,#9FD9F6
HP12597,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-SA-02-CJ-B-4-1-93,Others,#7F7F7F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12554,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12555,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12556,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
S-SA-R1-CJ-B-99-1-35,Others,#7F7F7F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-SA-02-CJ-B-26-1-26,Others,#7F7F7F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R1-CJ-C-1-2-1-13,Others,#7F7F7F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-FF-R2-CJ-C-3-2-1-26,Others,#7F7F7F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-5-1-1-29,Others,#7F7F7F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-1-1-1-54,Others,#7F7F7F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
SC51,Others,#7F7F7F,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-SA-R1-CJ-B-236-1-86,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa*,#ffc000,2019,#D7E7AF
S-SA-02-CJ-B-22-1-123,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa*,#ffc000,2020,#A5D4AD
S-SA-02-CJ-B-29-1-74,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa*,#ffc000,2020,#A5D4AD
S-SA-02-CJ-B-3-1-3,,,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
SC43,Others,#7F7F7F,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12510,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-LS-30-CJ-C-76-1-1-46,,,Chicken_stool,#0E8F8F,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
